Date,TWII_Close,TWII_High,TWII_Low,TWII_Open,TWII_Volume,SMA_200,BB_upper_20_2_0,BB_middle_20_2_0,BB_lower_20_2_0,ATR_14,RET_SIMPLE,RET_LOG,signal,signal_reason,signal_generated_at,signal_exec_when,Margin_Balance_Value,RSI_14,Foreign_Investor_Buy,USDTWD_Close
1990-01-18,338.19000244140625,338.3800048828125,333.9800109863281,337.3999938964844,178590000,,,,,,0.002341459867258422,0.002338722921569845,1,Buy and Hold Strategy,1990-01-18,1990-01-19,0,22.774661490376218,564,30.098216610151947
1990-01-19,339.1499938964844,340.4800109863281,338.19000244140625,338.19000244140625,185590000,,,,,,0.0028386157134980827,0.0028345944519936137,1,Buy and Hold Strategy,1990-01-19,1990-01-20,0,25.815295164940196,949,30.063828338794462
1990-01-22,330.3800048828125,339.9599914550781,330.2799987792969,339.1400146484375,148380000,,,,,5.085000174386161,-0.02585873263010774,-0.02619894748920321,1,Buy and Hold Strategy,1990-01-22,1990-01-23,0,18.607425387044742,172,30.09012889137807
1990-01-23,331.6099853515625,332.760009765625,328.6700134277344,330.3800048828125,179300000,,,,,5.013928471779336,0.0037229264803306794,0.003716013541803816,1,Buy and Hold Strategy,1990-01-23,1990-01-24,0,21.90093925828731,-133,30.12770037763006
1990-01-24,330.260009765625,331.7099914550781,324.1700134277344,331.6099853515625,207830000,,,,,5.19436058289108,-0.0040709738716290245,-0.004079282843833427,1,Buy and Hold Strategy,1990-01-24,1990-01-25,0,20.90126246137652,-399,30.014794749626162
1990-01-25,326.0799865722656,332.3299865722656,325.3299865722656,330.260009765625,172270000,,,,,5.323334826970289,-0.012656764578690027,-0.012737543749252477,1,Buy and Hold Strategy,1990-01-25,1990-01-26,0,18.14019905501999,-412,30.116665551483884
1990-01-26,325.79998779296875,328.5799865722656,321.44000244140625,326.0899963378906,198190000,,,,,5.453095491533795,-0.0008586812770701169,-0.0008590501550187549,1,Buy and Hold Strategy,1990-01-26,1990-01-27,0,17.968965424742507,99,30.146167374244932
1990-01-29,325.20001220703125,327.30999755859375,321.7900085449219,325.79998779296875,150770000,,363.26662630030285,341.3660003662109,319.465374432119,5.457873600257943,-0.0018415457594146423,-0.001843243489425161,1,Buy and Hold Strategy,1990-01-29,1990-01-30,0,17.585899322849585,-719,30.26329778612695
1990-01-30,322.9800109863281,325.7300109863281,319.8299865722656,325.20001220703125,186030000,,361.1318038158163,339.530500793457,317.92919777109773,5.489455801243983,-0.006826571763133282,-0.00684997939422494,1,Buy and Hold Strategy,1990-01-30,1990-01-31,0,16.208973690457015,-3,30.22420153975064
1990-01-31,329.0799865722656,329.0799865722656,322.9800109863281,322.9800109863281,189660000,,358.1883739490435,338.04649963378904,317.90462531853456,5.53306435729352,0.01888654213401364,0.01871040568044194,1,Buy and Hold Strategy,1990-01-31,1990-02-01,0,31.97063191298419,-85,30.442756958636924
1990-02-01,328.7900085449219,329.8599853515625,327.760009765625,329.0799865722656,154580000,,355.5037927513575,336.70249938964844,317.9012060279394,5.287843730768089,-0.000881177948146239,-0.0008815664136559811,1,Buy and Hold Strategy,1990-02-01,1990-02-02,0,31.665691454090833,702,30.359102021282258
1990-02-02,330.9200134277344,332.1000061035156,328.0899963378906,328.7900085449219,164400000,,353.1774018298968,335.6384994506836,318.0995970714704,5.196569876115012,0.006478313900835753,0.0064574198157493715,1,Buy and Hold Strategy,1990-02-02,1990-02-03,0,36.45984860210038,3,30.430796915058696
1990-02-05,331.8500061035156,332.1600036621094,330.45001220703125,330.9200134277344,130950000,,350.0261542968369,334.54149932861327,319.0568443603896,4.9475285603266626,0.00281032466470732,0.002806383085365011,1,Buy and Hold Strategy,1990-02-05,1990-02-06,0,38.488979238991014,581,30.462273408197436
1990-02-06,329.6600036621094,331.8599853515625,328.20001220703125,331.8500061035156,134070000,,347.51075144813177,333.5434997558594,319.576248063587,4.8555603163412755,-0.00659937441954761,-0.006621246572370496,1,Buy and Hold Strategy,1990-02-06,1990-02-07,0,35.60542766459439,356,30.32731432831283
1990-02-07,333.75,333.760009765625,326.54998779296875,329.6600036621094,186710000,,345.32947278455305,332.86549987792966,320.4015269713063,5.0237361489352015,0.0124067108307222,0.012330378302502889,1,Buy and Hold Strategy,1990-02-07,1990-02-08,0,44.03778883146837,310,30.412486899139992
1990-02-08,332.9599914550781,336.0899963378906,332.0,333.75,176240000,,342.2778213579515,332.0869995117188,321.89617766548605,4.957040448146303,-0.002367066801264084,-0.002369872732644114,1,Buy and Hold Strategy,1990-02-08,1990-02-09,0,42.87004540095687,-229,30.284776540743813
1990-02-09,333.6199951171875,334.6000061035156,332.4100036621094,333.0199890136719,146910000,,341.34344802274205,331.77149963378906,322.1995512448361,4.7593948762363,0.0019822311360144784,0.0019802691082433698,1,Buy and Hold Strategy,1990-02-09,1990-02-10,0,44.20125248085321,-747,30.370958281862627
1990-02-12,330.0799865722656,333.6199951171875,329.9700012207031,333.6199951171875,118390000,,340.71248610430933,331.42549896240234,322.13851182049535,4.6801519491111625,-0.010610900415841118,-0.010667597447360023,1,Buy and Hold Strategy,1990-02-12,1990-02-13,0,38.95778430027295,34,30.44642850631062
1990-02-13,331.0199890136719,331.6099853515625,327.9200134277344,330.0799865722656,144490000,,339.18187550665533,330.9389984130859,322.6961213195165,4.609424804448088,0.002847801986323839,0.0028437546803770277,1,Buy and Hold Strategy,1990-02-13,1990-02-14,0,40.96057486156402,346,30.338704008869456
1990-02-14,332.010009765625,333.20001220703125,330.6400146484375,331.0199890136719,138530000,,338.38539345325654,330.669499206543,322.9536049598294,4.463037144029921,0.0029908186357658906,0.0029863550353747275,1,Buy and Hold Strategy,1990-02-14,1990-02-15,0,43.078833744812826,144,30.3084883363908
1990-02-15,334.8900146484375,335.2099914550781,331.6099853515625,332.010009765625,174620000,,337.69317710622545,330.5044998168945,323.31582252756357,4.401392069707471,0.008674451968618602,0.008637045077341018,1,Buy and Hold Strategy,1990-02-15,1990-02-16,0,48.830357387436635,-513,30.161095397285642
1990-02-16,332.7200012207031,335.6400146484375,332.4200134277344,334.8900146484375,166840000,,336.2900787670046,330.1830001831055,324.07592159920637,4.317007009064303,-0.006479779428516075,-0.006500864332275141,1,Buy and Hold Strategy,1990-02-16,1990-02-17,0,45.13012077587671,-442,30.05758164164734
1990-02-20,327.989990234375,332.7200012207031,326.260009765625,332.7200012207031,147300000,,336.2435790202793,330.0634994506836,323.8834198810879,4.470077326636719,-0.014216190697807107,-0.014318208763168343,1,Buy and Hold Strategy,1990-02-20,1990-02-21,0,38.31474316336306,207,29.964098398691362
1990-02-21,327.6700134277344,328.1700134277344,324.4700012207031,327.9100036621094,159240000,,336.08788181365355,329.8665008544922,323.6451198953308,4.4150726752363285,-0.0009755688166336318,-0.0009760449936124241,1,Buy and Hold Strategy,1990-02-21,1990-02-22,0,37.89779847706523,5,29.95872658329685
1990-02-22,325.70001220703125,330.9800109863281,325.70001220703125,327.6700134277344,184320000,,336.1145029020474,329.6385009765625,323.16249905107765,4.476853111240653,-0.006012149845800896,-0.006030295585177108,1,Buy and Hold Strategy,1990-02-22,1990-02-23,0,35.34742937116036,-102,29.921219030510336
1990-02-23,324.1499938964844,326.1499938964844,322.1000061035156,325.70001220703125,148490000,,336.27947039739854,329.54200134277346,322.8045322881484,4.446362731364089,-0.004759036697737695,-0.004770396969847892,1,Buy and Hold Strategy,1990-02-23,1990-02-24,0,33.44057382377596,769,29.994200626257538
1990-02-26,328.6700134277344,328.6700134277344,323.9800109863281,324.1600036621094,148900000,,336.217168437612,329.68550262451174,323.1538368114115,4.463765567795671,0.013944222169855802,0.013847895933975497,1,Buy and Hold Strategy,1990-02-26,1990-02-27,0,43.08307222296535,872,29.78303219007167
1990-02-27,330.260009765625,331.94000244140625,328.4700012207031,328.67999267578125,152590000,,336.1392048316269,329.9385025024414,323.7378001732559,4.392782400146204,0.004837667791193878,0.004826003878661508,1,Buy and Hold Strategy,1990-02-27,1990-02-28,0,46.04420963212553,-722,29.851146950572744
1990-02-28,331.8900146484375,333.4800109863281,330.1600036621094,330.260009765625,184400000,,335.74426264359056,330.3840026855469,325.0237427275032,4.316155609008528,0.004935519998225724,0.004923380247003645,1,Buy and Hold Strategy,1990-02-28,1990-03-01,0,48.97495426479299,-251,29.77382490072335
1990-03-01,332.739990234375,334.3999938964844,331.0799865722656,331.8900146484375,157930000,,335.9862716764311,330.56700286865237,325.14773406087363,4.245002160094972,0.0025610158438718056,0.0025577420311284496,1,Buy and Hold Strategy,1990-03-01,1990-03-02,0,50.48529975595688,620,29.690619659382847
1990-03-02,335.5400085449219,335.5400085449219,332.7200012207031,332.739990234375,164330000,,336.6688297796597,330.90450286865234,325.140175957645,4.143216814675243,0.008415033938585559,0.00837982492595376,1,Buy and Hold Strategy,1990-03-02,1990-03-03,0,55.19073522768589,-436,29.587435731411038
1990-03-05,333.739990234375,336.3800048828125,333.489990234375,335.5400085449219,140110000,,336.9409144722953,331.0455017089844,325.1500889456735,4.053702374229689,-0.005364541529198519,-0.00537898235085362,1,Buy and Hold Strategy,1990-03-05,1990-03-06,0,51.783826184394194,-390,29.710200566370393
1990-03-06,337.92999267578125,337.92999267578125,333.57000732421875,333.739990234375,143640000,,337.96282297085514,331.34950103759763,324.7361791043401,4.0755797297534615,0.012554690969049709,0.012476534311658825,1,Buy and Hold Strategy,1990-03-06,1990-03-07,0,58.24517341131929,484,29.657671602154505
1990-03-07,336.95001220703125,338.8399963378906,336.3299865722656,337.92999267578125,163580000,,338.7073446955412,331.71400146484376,324.7206582341463,3.963753303744286,-0.0028999511436980097,-0.002904164148993671,1,Buy and Hold Strategy,1990-03-07,1990-03-08,0,56.34338965091823,-334,29.644643594920804
1990-03-08,340.2699890136719,340.6600036621094,336.95001220703125,336.95001220703125,170900000,,339.932635048384,332.04000091552734,324.1473667826707,3.9456274574109886,0.00985302474065719,0.009804800205341782,1,Buy and Hold Strategy,1990-03-08,1990-03-09,0,60.990413025581816,-661,29.711488589279845
1990-03-09,337.92999267578125,340.2699890136719,336.8399963378906,340.1199951171875,150410000,,340.584029199792,332.2885009765625,323.992972753333,3.908796401580293,-0.00687688133964881,-0.0069006360563481,1,Buy and Hold Strategy,1990-03-09,1990-03-10,0,56.43101489505593,376,29.655810847241526
1990-03-12,338.6700134277344,339.0799865722656,336.1400146484375,337.92999267578125,114790000,,341.2789036171328,332.54100189208987,323.8031001670469,3.839594653169424,0.002189864078336212,0.0021874698207574026,1,Buy and Hold Strategy,1990-03-12,1990-03-13,0,57.51274282229876,794,29.714689524528954
1990-03-13,336.0,338.6700134277344,335.3599853515625,338.6700134277344,145440000,,341.62233552631574,332.8370025634766,324.0516696006374,3.8017684690981706,-0.007883820007300701,-0.007915061626791967,1,Buy and Hold Strategy,1990-03-13,1990-03-14,0,52.45260983688894,-869,29.61587844095254
1990-03-14,336.8699951171875,337.6300048828125,334.92999267578125,336.0,145060000,,342.04199677852023,333.12950286865237,324.2170089587845,3.7230715932362477,0.0025892711821056125,0.002585924794703329,1,Buy and Hold Strategy,1990-03-14,1990-03-15,0,53.87660072705761,-856,29.574399300121563
1990-03-15,338.07000732421875,338.9100036621094,336.8699951171875,336.8699951171875,144410000,,342.5810750878248,333.43250274658203,324.2839304053393,3.602852804070935,0.0035622412931546332,0.003555911539259242,1,Buy and Hold Strategy,1990-03-15,1990-03-16,0,55.84110187670831,-690,29.46323474142158
1990-03-16,341.9100036621094,341.9100036621094,338.07000732421875,338.07000732421875,222520000,,343.6400893140686,333.78350219726565,323.9269150804627,3.6197916279151987,0.011358583295465019,0.011294558949327382,1,Buy and Hold Strategy,1990-03-16,1990-03-17,0,61.49307001763801,-899,29.532913949937797
1990-03-19,343.5299987792969,343.760009765625,339.1199951171875,341.9100036621094,142300000,,345.036442571099,334.3240020751953,323.6115615792917,3.6926647008096487,0.004738074639045742,0.004726885293452838,1,Buy and Hold Strategy,1990-03-19,1990-03-20,0,63.60919225598222,-869,29.350655231677393
1990-03-20,341.57000732421875,344.489990234375,340.8699951171875,343.5299987792969,177320000,,345.7449389726241,335.0030029296875,324.26106688675094,3.6874740162652095,-0.005705444828814854,-0.005721783053358439,1,Buy and Hold Strategy,1990-03-20,1990-03-21,0,59.35895422737628,-334,29.290079811725413
1990-03-21,339.739990234375,342.3399963378906,339.55999755859375,341.57000732421875,130990000,,345.98270576219386,335.6065017700195,325.2302977778452,3.6226543564817573,-0.005357663291867154,-0.0053720670398316375,1,Buy and Hold Strategy,1990-03-21,1990-03-22,0,55.62193674322524,204,29.283725042384635
1990-03-22,335.69000244140625,339.7699890136719,333.6199951171875,339.739990234375,175930000,,345.43559385690105,336.10600128173826,326.77640870657547,3.803178609339087,-0.011920845085604426,-0.01199246813329243,1,Buy and Hold Strategy,1990-03-22,1990-03-23,0,48.36500006557542,-829,29.195498270256536
1990-03-23,337.2200012207031,337.5799865722656,335.69000244140625,335.69000244140625,132070000,,344.30880779868517,336.7595016479492,329.21019549721325,3.6665218608762506,0.004557772850455777,0.004547417656271205,1,Buy and Hold Strategy,1990-03-23,1990-03-24,0,50.96762854994142,-638,29.187032646263493
1990-03-26,337.6300048828125,339.739990234375,337.2200012207031,337.2200012207031,116110000,,343.784187326341,337.20750122070314,330.6308151150653,3.584626657504509,0.0012158343533159588,0.0012150958252864941,1,Buy and Hold Strategy,1990-03-26,1990-03-27,0,51.670636774153614,94,29.290608876743004
1990-03-27,341.5,341.5,337.0299987792969,337.6300048828125,131610000,,343.7712511419087,337.7695007324219,331.76775032293506,3.6478676977329814,0.011462236949381088,0.01139704321582237,1,Buy and Hold Strategy,1990-03-27,1990-03-28,0,57.818286188134486,886,29.115257004611944
1990-03-28,342.0,342.5799865722656,340.6000061035156,341.5,142300000,,343.90213456636656,338.275,332.6478654336334,3.528732895662768,0.0014641288433381305,0.0014630580517603152,1,Buy and Hold Strategy,1990-03-28,1990-03-29,0,58.551865838425186,804,29.006173108532874
1990-03-29,340.7900085449219,342.07000732421875,339.7699890136719,342.0,132190000,,343.7916384239469,338.67750091552733,333.5633634071078,3.4409675681544902,-0.0035379867107547813,-0.0035442601870923404,1,Buy and Hold Strategy,1990-03-29,1990-03-30,0,56.01317269765126,891,29.10359215753679
1990-03-30,339.94000244140625,341.4100036621094,338.2099914550781,340.7900085449219,139340000,,343.82810030385383,338.8975006103516,333.96690091684934,3.4237564709314015,-0.0024942224895175835,-0.0024973382444334795,1,Buy and Hold Strategy,1990-03-30,1990-03-31,0,54.23420852633708,618,29.209080493144004
1990-04-02,338.70001220703125,339.94000244140625,336.3299865722656,339.94000244140625,124360000,,343.47593042171906,339.1455017089844,334.81507299624974,3.4370607136606317,-0.003647673782048444,-0.0036543427665177318,1,Buy and Hold Strategy,1990-04-02,1990-04-03,0,51.65678772704677,243,29.167834867950287
1990-04-03,343.6400146484375,343.760009765625,338.70001220703125,338.70001220703125,154310000,,344.139633839831,339.4310028076172,334.72237177540336,3.552984774012997,0.01458518530665609,0.014479844532570226,1,Buy and Hold Strategy,1990-04-03,1990-04-04,0,59.84431317471233,486,29.277489630575246
1990-04-04,341.0899963378906,344.1199951171875,340.3999938964844,343.6400146484375,159530000,,344.255273995111,339.6380020141602,335.02073003320936,3.564914520205149,-0.007420609364004571,-0.007448279054631552,1,Buy and Hold Strategy,1990-04-04,1990-04-05,0,54.69482338731039,-935,29.23856268701493
1990-04-05,340.7300109863281,342.8500061035156,340.6300048828125,341.0899963378906,144170000,,344.2951912347279,339.66100311279297,335.02681499085804,3.4688492845264327,-0.0010553969785905837,-0.0010559543021480325,1,Buy and Hold Strategy,1990-04-05,1990-04-06,0,53.98855586086418,-850,29.031594430074083
1990-04-06,340.0799865722656,341.7300109863281,338.94000244140625,340.7300109863281,137490000,,344.33635841097623,339.7685028076172,335.2006472042582,3.4203606602689645,-0.0019077404194037806,-0.0019095624738644367,1,Buy and Hold Strategy,1990-04-06,1990-04-07,0,52.66609254223923,691,29.01257500641046
1990-04-09,341.3699951171875,341.8299865722656,339.8800048828125,340.0799865722656,114970000,,344.49305802988795,339.9035018920898,335.3139457542917,3.315333590924976,0.0037932503994844158,0.0037860741669608227,1,Buy and Hold Strategy,1990-04-09,1990-04-10,0,55.02082212125465,-463,28.89241667656613
1990-04-10,342.07000732421875,342.4100036621094,340.6199951171875,341.3699951171875,136020000,,344.5182502685542,340.2070022583008,335.8957542480474,3.206381801924754,0.0020505967631716526,0.0020484971594328925,1,Buy and Hold Strategy,1990-04-10,1990-04-11,0,56.291490972394065,-96,28.903777921690573
1990-04-11,341.9200134277344,343.0,341.260009765625,342.07000732421875,141080000,,344.54503749358935,340.4595031738281,336.3739688540669,3.1016395470997717,-0.0004384888861133085,-0.00043858505047729494,1,Buy and Hold Strategy,1990-04-11,1990-04-12,0,55.92690970493463,94,28.946141198615397
1990-04-12,344.3399963378906,344.7900085449219,341.9100036621094,341.9200134277344,142470000,,345.03541630831086,340.7730026245117,336.5105889407126,3.085808499650681,0.007077628729292629,0.007052699870766595,1,Buy and Hold Strategy,1990-04-12,1990-04-13,0,60.3848689215372,-505,29.062425524248177
1990-04-16,344.739990234375,347.29998779296875,344.1000061035156,344.3399963378906,142810000,,345.4945593806322,340.914501953125,336.3344445256178,3.0939637274937124,0.001161624849678633,0.0011609506855662871,1,Buy and Hold Strategy,1990-04-16,1990-04-17,0,61.08551647123172,492,29.109225153345733
1990-04-17,344.67999267578125,345.19000244140625,342.05999755859375,344.739990234375,127990000,,345.7081731531398,340.97200164794924,336.2358301427587,3.0965380957307684,-0.0001740371302817456,-0.00017405227650046576,1,Buy and Hold Strategy,1990-04-17,1990-04-18,0,60.91149506768999,-169,29.195739474823238
1990-04-18,340.7200012207031,345.3299865722656,340.1099853515625,344.67999267578125,147130000,,345.65869515442165,340.92950134277345,336.20030753112525,3.248214033228794,-0.01148889270983311,-0.011555399924562296,1,Buy and Hold Strategy,1990-04-18,1990-04-19,0,50.65434961565658,-49,29.081621470310203
1990-04-19,338.0899963378906,340.7200012207031,337.5899963378906,340.7200012207031,152930000,,345.71193943878404,340.84700164794924,335.98206385711444,3.239770522484773,-0.007718962413095665,-0.00774890780121325,1,Buy and Hold Strategy,1990-04-19,1990-04-20,0,45.20929792597845,-603,29.111546508940634
1990-04-20,335.1199951171875,338.5199890136719,333.4100036621094,338.0899963378906,174260000,,345.8090085928816,340.8185012817383,335.827993970595,3.3733572959903246,-0.008784646848097988,-0.008823459328022329,1,Buy and Hold Strategy,1990-04-20,1990-04-21,0,39.98245470512558,389,28.9144362651349
1990-04-23,331.04998779296875,335.1199951171875,330.0899963378906,335.1199951171875,136150000,,346.9146398026831,340.51000061035154,334.10536141802,3.491688830512221,-0.01214492535068079,-0.01221927757126289,1,Buy and Hold Strategy,1990-04-23,1990-04-24,0,34.154881473338065,-788,28.953031605120376
1990-04-24,330.3599853515625,332.9700012207031,329.7099914550781,331.04998779296875,137360000,,347.85601052726577,340.14649963378906,332.43698874031236,3.4751403258774194,-0.002084284751092569,-0.0020864598954934734,1,Buy and Hold Strategy,1990-04-24,1990-04-25,0,33.26955113392292,443,28.94829569889607
1990-04-25,332.0299987792969,332.739990234375,330.3599853515625,330.3599853515625,133480000,,348.1198258146843,339.6729995727539,331.2261733308235,3.396916365658497,0.005055132285337605,0.005042398001755074,1,Buy and Hold Strategy,1990-04-25,1990-04-26,0,37.49270850080768,549,28.88397267469664
1990-04-26,332.9200134277344,333.760009765625,330.6700134277344,332.0299987792969,141330000,,348.0825204351934,339.2190002441406,330.35548005308783,3.3749935065322205,0.0026805248071246623,0.002676938607672097,1,Buy and Hold Strategy,1990-04-26,1990-04-27,0,39.683549549029976,-138,28.86616996323189
1990-04-27,329.1099853515625,333.57000732421875,328.7099914550781,332.9200134277344,130630000,,348.49109282197986,338.63499908447267,328.7789053469655,3.4810665324328207,-0.011444274668092058,-0.011510264331761468,1,Buy and Hold Strategy,1990-04-27,1990-04-28,0,34.163332860864756,-258,28.824345268679128
1990-04-30,330.79998779296875,331.30999755859375,327.760009765625,329.1099853515625,122750000,,348.58203885178307,338.1779983520508,327.7739578523185,3.4859894796139588,0.005135068872495374,0.005121929368641514,1,Buy and Hold Strategy,1990-04-30,1990-05-01,0,38.26553576027703,-989,28.7189567389224
1990-05-01,332.25,332.8299865722656,330.79998779296875,330.79998779296875,149020000,,348.5700563114613,337.8554977416992,327.1409391719371,3.3819901438770246,0.004383350243467143,0.004373771345364601,1,Buy and Hold Strategy,1990-05-01,1990-05-02,0,41.626281589878595,-945,28.705605280449774
1990-05-02,334.4800109863281,334.4800109863281,332.1499938964844,332.25,141610000,,347.8640807485496,337.3974975585937,326.93091436863784,3.306849211446077,0.006711846459979354,0.0066894223009485235,1,Buy and Hold Strategy,1990-05-02,1990-05-03,0,46.454133738087116,-674,28.815613087822577
1990-05-03,335.57000732421875,337.0199890136719,334.4700012207031,334.4800109863281,145560000,,347.4745505828769,337.12149810791016,326.76844563294344,3.2527876815548393,0.003258778707512011,0.0032534803957429874,1,Buy and Hold Strategy,1990-05-03,1990-05-04,0,48.688005401293985,743,28.822503511561084
1990-05-04,338.3900146484375,338.4599914550781,335.1700134277344,335.5799865722656,140550000,,347.24405362925023,337.00449829101564,326.76494295278104,3.2554441348254755,0.00840363340783945,0.00836851946658767,1,Buy and Hold Strategy,1990-05-04,1990-05-05,0,54.03124768515402,-5,28.664492786724526
1990-05-07,340.5299987792969,341.07000732421875,338.1099853515625,338.3900146484375,132760000,,347.2954249501815,337.02699890136716,326.75857285255285,3.2343425518133877,0.006324016780112851,0.006304104094008389,1,Buy and Hold Strategy,1990-05-07,1990-05-08,0,57.636401614351016,534,28.793189705532033
1990-05-08,342.010009765625,342.0299987792969,340.1700134277344,340.5299987792969,144230000,,347.3851912628876,337.0589996337891,326.7328080046906,3.1361741803668957,0.004346198548244029,0.004336781104194804,1,Buy and Hold Strategy,1990-05-08,1990-05-09,0,59.97436851554055,-623,28.7792330233435
1990-05-09,342.8599853515625,343.0799865722656,340.8999938964844,342.010009765625,152220000,,347.50677602727427,337.09849853515624,326.6902210430382,3.067875501467921,0.002485235992127688,0.002482152900243505,1,Buy and Hold Strategy,1990-05-09,1990-05-10,0,61.29546214466387,252,28.684396736494893
1990-05-10,343.82000732421875,344.9800109863281,342.7699890136719,342.8699951171875,158460000,,347.8086984397378,337.1934982299805,326.5782980202232,3.0066002494099444,0.0028000408728707793,0.002796128060746733,1,Buy and Hold Strategy,1990-05-10,1990-05-11,0,62.78936346105882,-101,28.741780637451782
1990-05-11,352.0,352.30999755859375,343.82000732421875,343.82000732421875,234040000,,349.64827255047544,337.5764984130859,325.5047242756964,3.398270962621734,0.0237914970086881,0.023512889682269687,1,Buy and Hold Strategy,1990-05-11,1990-05-12,0,72.52152113502252,626,28.70161286817556
1990-05-14,354.75,358.4100036621094,351.95001220703125,352.0,225410000,,351.9855730987984,338.0769989013672,324.16842470393595,3.616965283511476,0.0078125,0.007782140442054949,1,Buy and Hold Strategy,1990-05-14,1990-05-15,0,74.89840427626223,-530,28.75015486702027
1990-05-15,354.2799987792969,355.0899963378906,352.8399963378906,354.75,165730000,,353.92951919141774,338.55699920654297,323.1844792216682,3.519324906117799,-0.0013248801147375255,-0.0013257585443584195,1,Buy and Hold Strategy,1990-05-15,1990-05-16,0,73.7246456104461,787,28.78576773761116
1990-05-16,354.0,354.67999267578125,351.95001220703125,354.2699890136719,159810000,,355.9933670811438,339.2209991455078,322.4486312098718,3.4629431605915277,-0.000790331885123785,-0.0007906443620192572,1,Buy and Hold Strategy,1990-05-16,1990-05-17,0,72.99078075297598,275,28.710906121663662
1990-05-17,354.4700012207031,356.9200134277344,354.0,354.0,164770000,,358.0644233736887,340.0399993896484,322.0155754056081,3.4241624653874454,0.0013276870641332206,0.001326806467015179,1,Buy and Hold Strategy,1990-05-17,1990-05-18,0,73.46819753819469,-768,28.65314952095858
1990-05-18,354.6400146484375,354.6400146484375,352.5199890136719,354.4700012207031,162520000,,359.9596100812173,341.01600036621096,322.0723906512046,3.3310098346287442,0.0004796271254234874,0.000479512141098698,1,Buy and Hold Strategy,1990-05-18,1990-05-19,0,73.64964091199835,-708,28.7226931302162
1990-05-21,358.0,359.07000732421875,353.7799987792969,354.6400146484375,166280000,,362.0973370163477,342.3635009765625,322.62966493677726,3.470938313935396,0.009474354874740687,0.009429754658812085,1,Buy and Hold Strategy,1990-05-21,1990-05-22,0,76.99764179332963,629,28.66336662961292
1990-05-22,358.42999267578125,360.5,356.0899963378906,358.0,203350000,,363.87557129107074,343.7670013427734,323.6584313944761,3.5380144102335374,0.0012010968597242488,0.0012003761199521528,1,Buy and Hold Strategy,1990-05-22,1990-05-23,0,77.3935009488986,-958,28.627869672821458
